osm_id,barrier,bicycle,foot,amenity,parking,highway,direction,stop,waterway,power,information,tourism,name,historic,check_date,place,telenav:graph-enhancer,design,line_attachment,material,structure,triple_tower,addr:city,addr:housenumber,addr:street,bus,public_transport,ref,description,operator,operator:wikidata,horse,incline,motorcar,motorcycle,motor_vehicle,railway,surface,tracktype,landuse,leisure,natural,voltage,mtb:scale:imba,water,lanes,maxspeed,mtb:scale,ref:FFID,cables,access,addr:interpolation,resource,building,service,bridge,layer,tunnel,admin_level,boundary,name:de,name:en,name:es,name:fr,name:it,name:ru,type,wikidata,wikipedia,protection_title,description:en,roundtrip,route,network,public_transport:version,website,wheelchair,WKT
"426699666",,"designated",,,,"path",,,,,,,"Crawford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4419113 49.7803499, -119.4419732 49.7802884, -119.441973 49.7800749, -119.441945 49.780006, -119.4418623 49.7798086, -119.4417519 49.7799398, -119.441691 49.779969, -119.441511 49.7800347, -119.441452 49.780174)"
"426699667",,"designated",,,,"path",,,,,,,"Galloping Short Cut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4194339 49.8090354, -119.4194101 49.8089877, -119.419341 49.808786, -119.419204 49.808539, -119.419195 49.808468, -119.419223 49.808315, -119.419255 49.808253)"
"426699669",,"designated",,,,"path",,,,,,,"Galloping Alternate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4193907 49.8080056, -119.419325 49.807818, -119.41927 49.807744, -119.419117 49.8076269)"
"426699670",,"designated",,,,"path",,,,,,,"Galloping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4191049 49.8080431, -119.419059 49.807774, -119.419067 49.807711, -119.419129 49.8075819, -119.4191894 49.8075089, -119.419204 49.807333, -119.419259 49.807183, -119.419175 49.806897, -119.419103 49.806795, -119.418969 49.806722, -119.4187176 49.8066722, -119.418308 49.806591, -119.418158 49.806574)"
"478375168",,,,,,"residential",,,,,,,"Woodridge Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4579209 49.8082132, -119.4579397 49.8083759, -119.4580759 49.8085976)"
"478375174",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4579435 49.8043816, -119.4583414 49.8038625, -119.4586563 49.8034516, -119.4587448 49.8033789, -119.4590184 49.8032179, -119.4592464 49.8030223, -119.4593107 49.8029375, -119.4593536 49.802728, -119.4594153 49.8026224, -119.459477 49.8025912, -119.4596406 49.8025808, -119.4598713 49.802586)"
"478375175",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.462589 49.804926, -119.4625777 49.8048174, -119.4625482 49.8047638, -119.4624596 49.8047066, -119.4622987 49.8046494, -119.462111 49.8046547, -119.4618347 49.8046824, -119.4617542 49.8047136, -119.4616657 49.8049629, -119.4615799 49.8050425, -119.4612687 49.8052087, -119.4611507 49.805226, -119.4607591 49.8052312, -119.4606921 49.8052173, -119.4604802 49.804968, -119.4603112 49.8048365, -119.4600778 49.8046686, -119.4599518 49.8046218, -119.4594529 49.8045491, -119.4591123 49.8045284, -119.4587233 49.8044782, -119.4585088 49.8044608, -119.4580635 49.8044418, -119.4579911 49.8044245, -119.4579435 49.8043816, -119.4578623 49.8043085, -119.4577336 49.804253, -119.4574788 49.8041977, -119.457401 49.8041752, -119.4572213 49.8040937, -119.4568592 49.8040367, -119.4566258 49.8039554, -119.4562798 49.8038671)"
"478375177",,,,,,"residential",,,,,,,"Fawn Run Drive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4651799 49.8041436, -119.4638933 49.8041592, -119.4635285 49.8041904, -119.4633112 49.8042527, -119.4629679 49.8044448, -119.4628177 49.8045053, -119.4617341 49.8046127, -119.4614766 49.8046041, -119.4612138 49.8045625, -119.4609321 49.8044828, -119.4606934 49.8043635, -119.460393 49.8041886, -119.4601114 49.8041073, -119.4596956 49.8040553, -119.4586335 49.8039393, -119.4583414 49.8038625, -119.4582848 49.8038476, -119.4567375 49.8033568)"
"478378223",,,,,,"unclassified",,,,,,,"Gillard Forest Service Rd",,,,,,,,,,,,,,,,,,,,,,,,,"gravel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.455569 49.7766779, -119.4564054 49.776193, -119.4573281 49.775805, -119.4579289 49.7751953, -119.4580147 49.7744609, -119.4580147 49.773574, -119.4589374 49.7729227, -119.4592164 49.7724238, -119.4597528 49.7718695, -119.4590447 49.7708717, -119.4581006 49.7701233, -119.4575212 49.769957, -119.456556 49.769666, -119.4564588 49.7696388, -119.4559399 49.7694939, -119.4559119 49.7694858, -119.4549248 49.7689037, -119.4543455 49.7684464, -119.454088 49.7681138, -119.454174 49.767905, -119.4549248 49.767795, -119.4554827 49.7674207, -119.4557617 49.766811, -119.4557402 49.7659517, -119.4552682 49.7648291, -119.4551394 49.7643855, -119.4546459 49.7634985, -119.4542693 49.7633892, -119.4533584 49.7631242, -119.4529078 49.7629025, -119.4525048 49.7618628, -119.4524787 49.7617936, -119.4517706 49.7613916, -119.4517006 49.7613281, -119.4516054 49.7612406, -119.4513629 49.7610174, -119.4503544 49.7600887, -119.4489167 49.7588549, -119.4481871 49.7581619, -119.4478867 49.7578015, -119.4481013 49.7575381, -119.4485948 49.757247, -119.4491527 49.75715, -119.4501183 49.7570252, -119.4504187 49.7568589, -119.4506762 49.7566648, -119.4507658 49.7564815, -119.450805 49.7564014, -119.4506605 49.7561333)"
"478455431",,,,,,"residential",,,,,,,"Parkridge Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4567785 49.8146864, -119.4570253 49.8146259, -119.4574933 49.8144206)"
"479929148",,,,,,,,,,,,,"Redridge Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,"park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.461665 49.8096289, -119.4601292 49.8102411, -119.460368 49.8104919, -119.4601346 49.8105605, -119.4587986 49.809156, -119.4607644 49.8086837, -119.461665 49.8096289))"
"479929149",,,,,,,,,,,,,"Canyon Falls Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,"park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4551 49.8016772, -119.4550265 49.8054877, -119.4547182 49.8054628, -119.4544226 49.8053756, -119.4540524 49.805365, -119.452577 49.8052278, -119.4523889 49.8051404, -119.4522047 49.805064, -119.4516366 49.8046485, -119.4515169 49.8045083, -119.4514046 49.8043339, -119.4514121 49.8040905, -119.451504 49.8038304, -119.4512179 49.8037536, -119.4512787 49.803649, -119.4513352 49.803542, -119.4513871 49.8034328, -119.4514344 49.8033215, -119.4517851 49.8024423, -119.4522822 49.8016336, -119.4551 49.8016772))"
"479929451",,,,,,,,,,,,,"Harvard Road Linear Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,"park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4212712 49.8171379, -119.4212484 49.8173211, -119.4211396 49.8174656, -119.4211546 49.8195746, -119.4210156 49.8195754, -119.4209926 49.8163083, -119.4211081 49.8163052, -119.4211138 49.8170667, -119.4212712 49.8171379))"
"481471073",,,,,,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4424778 49.8109347, -119.4427471 49.8109783, -119.4430646 49.8109633, -119.4432514 49.8109572, -119.4434102 49.8110205, -119.4436013 49.8110803)"
"525972237",,,,,,,,,,"line",,,"73L",,,,,,,,,,,,,,,,,"Fortis BC","Q5472663",,,,,,,,,,,,"230000",,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.5495373 49.479909, -119.5431255 49.4810778, -119.5415165 49.4813698, -119.5400986 49.4816294, -119.5379274 49.482024, -119.5375445 49.4845234, -119.5371147 49.4867994, -119.5368525 49.4881541, -119.5364636 49.4901574, -119.5365648 49.491921, -119.5366647 49.4941415, -119.536884 49.4983699, -119.5369523 49.5004085, -119.5371285 49.5037053, -119.5381598 49.5047686, -119.5405034 49.5071648, -119.5414274 49.5080837, -119.542581 49.5092646, -119.5434994 49.5102023, -119.5445719 49.5112905, -119.5455573 49.5122551, -119.5469172 49.513745, -119.5505007 49.5173832, -119.5523415 49.5192553, -119.5526604 49.521047, -119.5530534 49.5232549, -119.5532874 49.5245699, -119.5536891 49.5268263, -119.5538963 49.5279904, -119.5542949 49.5302292, -119.5546571 49.5322642, -119.5552531 49.5356114, -119.5558195 49.5368933, -119.5565714 49.5385951, -119.5573828 49.5404314, -119.5588103 49.5436618, -119.5599666 49.5462783, -119.5602613 49.5469453, -119.5610496 49.5487288, -119.5625158 49.5520463, -119.5635545 49.5548981, -119.5639626 49.5560186, -119.5644046 49.5590018, -119.5647587 49.5612218, -119.5649625 49.5627806, -119.565456 49.5659607, -119.5657243 49.5676933, -119.5660892 49.5700635, -119.5664862 49.57253, -119.5668027 49.5746137, -119.5669797 49.5756642, -119.5672694 49.5777061, -119.5675752 49.5795705, -119.56794 49.5818834, -119.5671085 49.5841684, -119.5664808 49.5860083, -119.5654509 49.5889817, -119.5644584 49.5918262, -119.5655352 49.5963919, -119.5661932 49.5990331, -119.5664378 49.6002012, -119.5670012 49.6025562, -119.5672694 49.6039085, -119.5676664 49.6055599, -119.5680151 49.6070652, -119.56853 49.6093178, -119.5690718 49.6117023, -119.5693562 49.6129431, -119.5702252 49.6143787, -119.5709762 49.6156821, -119.5720223 49.6174547, -119.5737925 49.6204053, -119.5753429 49.6226399, -119.5763996 49.6241794, -119.5773545 49.6254373, -119.5778534 49.6261601, -119.5789638 49.6277968, -119.5795915 49.6290581, -119.5823595 49.6349925, -119.5825419 49.6366533, -119.5830032 49.6403635, -119.5836469 49.6463729, -119.5839473 49.6489503, -119.5841405 49.6505341, -119.5842585 49.6518539, -119.5850417 49.654535, -119.5854816 49.6560908, -119.5852777 49.6572507, -119.58487 49.6605705, -119.5846447 49.6622442, -119.5843765 49.6644318, -119.5820591 49.666647, -119.5787707 49.6698238, -119.5767644 49.6717402, -119.5747635 49.673778, -119.5725319 49.6758921, -119.5700804 49.6776764, -119.5657727 49.6803908, -119.5633587 49.681977, -119.5621249 49.6841984, -119.5612666 49.6857706, -119.559727 49.6888421, -119.558461 49.6913026, -119.5563582 49.6953348, -119.5551887 49.6976111, -119.5542875 49.6994084, -119.5533595 49.7011432, -119.5525226 49.7027878, -119.5516429 49.7045328, -119.5504326 49.7068234, -119.5493758 49.7088424, -119.5474714 49.7126096, -119.5462054 49.7149787, -119.544875 49.7162864, -119.5435071 49.7176009, -119.5412058 49.7197513, -119.5395643 49.7213397, -119.537912 49.7228552, -119.5355839 49.7251371, -119.5340175 49.7266526, -119.5325637 49.728005, -119.5299512 49.7304843, -119.5276016 49.7326965, -119.5265395 49.7337332, -119.5218563 49.7376372, -119.5209819 49.7388055, -119.5196998 49.740525, -119.5188147 49.7417176, -119.5179564 49.742924, -119.5164061 49.7451391, -119.5146519 49.7477215, -119.5138204 49.748751, -119.5100063 49.7540331, -119.5082736 49.7565596, -119.5078337 49.758379, -119.5072973 49.7607008, -119.5071576 49.7612748, -119.5067179 49.7630884, -119.5061332 49.7656248, -119.5057041 49.7674265, -119.5051944 49.7696093, -119.5045507 49.7723741, -119.5039392 49.7748962, -119.5034403 49.7771652, -119.5026571 49.7804456, -119.5018953 49.7839233, -119.501257 49.7865139, -119.5005435 49.7895168, -119.5000178 49.7918198, -119.4994438 49.7942473, -119.4989717 49.7961277, -119.4990522 49.797118, -119.4991541 49.7991056, -119.4977325 49.7996977, -119.4952703 49.8003071, -119.4935751 49.8006845, -119.4897098 49.8016422, -119.4878787 49.8020877, -119.485078 49.8027183, -119.4802183 49.8039158, -119.4772035 49.8046411, -119.4749129 49.8052037, -119.4710773 49.8060865, -119.4684058 49.806727, -119.4594522 49.8090503, -119.4478222 49.8117212, -119.4460925 49.8121327, -119.4419235 49.8131642, -119.4352287 49.8147982, -119.4202705 49.8186042, -119.4164511 49.8194349, -119.4128236 49.8201242, -119.4070762 49.8216098, -119.4032953 49.8224248, -119.3995532 49.8232316, -119.3861957 49.8266058, -119.375003 49.8294495, -119.3716311 49.8302727, -119.3564748 49.8338147, -119.3509263 49.840296, -119.3407585 49.8541157, -119.3367597 49.8591913, -119.3323314 49.8645226, -119.3307866 49.8665195, -119.3306315 49.8672054, -119.3312591 49.8687786, -119.331978 49.8704762, -119.3340188 49.8753181, -119.3350089 49.8777744, -119.3354809 49.8789705, -119.3363942 49.8811039, -119.337699 49.8842895, -119.3383799 49.8858571, -119.3392682 49.8879298, -119.3401158 49.8897996, -119.3408722 49.8915932, -119.3414945 49.893107, -119.3424975 49.8954084, -119.3432968 49.8975509, -119.3441016 49.8996, -119.3449063 49.9014935, -119.3460274 49.904199, -119.3466121 49.9056103, -119.3469612 49.9063013)"
"526009647",,,,,,"path",,,,,,,"Stuck Between 2 Ham Planets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4321711 49.7966833, -119.432097 49.796636, -119.431979 49.796532, -119.4318422 49.7964664, -119.4316543 49.7964554, -119.4315288 49.7964018, -119.4313204 49.7962043, -119.4309677 49.7959938, -119.4309674 49.795844, -119.4308932 49.7957637, -119.4307327 49.7957114, -119.4306256 49.7955671, -119.4306486 49.7955125, -119.430789 49.795495, -119.4308809 49.795432, -119.430828 49.795418, -119.430759 49.7953141, -119.43084 49.79529, -119.430989 49.795181, -119.431021 49.7950779, -119.431032 49.794921, -119.4311275 49.7948307, -119.4311499 49.7947197, -119.4312379 49.794557, -119.4312962 49.7945173, -119.431292 49.794457, -119.4313283 49.7944052, -119.431453 49.7943705, -119.431421 49.794276, -119.431349 49.79414, -119.4312681 49.7939248)"
"526009648",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.432158 49.799365, -119.431962 49.799255, -119.431893 49.7991979, -119.431857 49.799142, -119.431757 49.798764, -119.43168 49.798625, -119.431618 49.79857, -119.431339 49.798439, -119.431165 49.798249)"
"526009649",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.441773 49.812501, -119.4418101 49.812457, -119.442066 49.812154, -119.44224 49.811988, -119.4425291 49.8117346)"
"539080878",,,,,,"track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.391063 49.794313, -119.391138 49.794391, -119.391421 49.794582, -119.39159 49.794634, -119.391999 49.794628, -119.392118 49.794665, -119.392226 49.794767, -119.392414 49.795018, -119.392513 49.795104, -119.392636 49.795174, -119.392706 49.795202, -119.392846 49.795225, -119.392937 49.7952129, -119.393075 49.795153, -119.393344 49.794997, -119.39342 49.794945, -119.393471 49.794884, -119.393462 49.794816, -119.393411 49.7947879, -119.393307 49.794782, -119.393018 49.794824, -119.392912 49.794826, -119.392827 49.794799, -119.392789 49.794748, -119.392785 49.794676, -119.392875 49.79445, -119.39296 49.794376, -119.393139 49.794306)"
"539080881",,,,,,"track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.399697 49.8005279, -119.399407 49.800438, -119.399176 49.800425, -119.398532 49.800458, -119.397977 49.800556, -119.397568 49.800578, -119.397237 49.800533, -119.397145 49.800502, -119.397101 49.80045, -119.397141 49.800387, -119.39721 49.800359, -119.397478 49.80031, -119.397802 49.800217, -119.397986 49.8001239, -119.398103 49.799995, -119.398118 49.799936, -119.398093 49.799873, -119.398016 49.79983, -119.397952 49.799821, -119.397843 49.799833, -119.397609 49.799894, -119.397395 49.79992, -119.397243 49.799912, -119.39707 49.7998819, -119.396762 49.799764, -119.396469 49.799527, -119.396385 49.799481, -119.396277 49.799447, -119.396107 49.799458, -119.395994 49.799494, -119.395637 49.799664, -119.395448 49.799733, -119.395351 49.799731, -119.395307 49.79971, -119.3952984 49.7996885, -119.395287 49.79966, -119.395318 49.799593, -119.395448 49.79944, -119.395514 49.799295, -119.39564 49.798874, -119.395693 49.798782, -119.395908 49.798588, -119.395963 49.798508, -119.395968 49.79844, -119.395926 49.798346, -119.395755 49.798111, -119.395731 49.7980329, -119.39574 49.797872, -119.395703 49.797733, -119.395653 49.7976699, -119.395587 49.797629, -119.395488 49.79761, -119.395171 49.797598, -119.395075 49.797568, -119.395007 49.797517, -119.394917 49.797291, -119.394743 49.797087, -119.394515 49.796703, -119.394415 49.796585)"
"539080889",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.3965227 49.8031028, -119.396258 49.803207, -119.395683 49.803361, -119.395488 49.803429, -119.395343 49.803521, -119.395123 49.803879, -119.394997 49.804006, -119.394825 49.80412, -119.393945 49.8045, -119.393786 49.804619, -119.393357 49.804829, -119.392921 49.805135, -119.39264 49.805257, -119.392376 49.80541, -119.392265 49.805571, -119.39221 49.805798, -119.392064 49.8060959, -119.392017 49.806168, -119.391876 49.806264)"
"539099104",,,,,,"path",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.452694 49.801683, -119.452883 49.801598, -119.453087 49.801408, -119.453182 49.8013649, -119.453353 49.801341, -119.453438 49.801303, -119.453465 49.801239, -119.453501 49.800719, -119.453479 49.800559, -119.453496 49.800463, -119.453571 49.8002899, -119.453854 49.7998819, -119.453953 49.799676)"
"612347412",,,,,,"path",,,,,,,"Myra Bailout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4012811 49.8108536, -119.400843 49.810827, -119.400743 49.810849, -119.400444 49.810981, -119.400315 49.8110069, -119.399964 49.811045, -119.398812 49.811102, -119.398237 49.811224, -119.39786 49.811223, -119.397709 49.811206, -119.397254 49.811091, -119.397175 49.811078, -119.3967502 49.8110981)"
"612357433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4591897 49.8125, -119.4576197 49.8133276, -119.4572113 49.8134435)"
"612357480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4631055 49.8125, -119.4602079 49.8136542, -119.4593287 49.8141526, -119.4591443 49.8143729, -119.4590041 49.8151128)"
"612357496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4632597 49.8177489, -119.4606903 49.8174815, -119.4601152 49.8173301, -119.4584074 49.8164061)"
"612357500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4547998 49.8131797, -119.4548235 49.8125)"
"612357505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4580775 49.8162335, -119.4578483 49.816135, -119.4575742 49.8160614, -119.4569796 49.8159921, -119.4561902 49.8159775)"
"612357511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4551652 49.8234881, -119.4551593 49.8233656, -119.4551533 49.8232264, -119.4549586 49.8161791)"
"612357519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4561222 49.8159312, -119.4561338 49.81561, -119.4558775 49.8153019)"
"612357522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.449006 49.8155255, -119.4492517 49.8167842, -119.4478253 49.8167392, -119.4474431 49.8155746, -119.449006 49.8155255))"
"612357531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4597104 49.8125, -119.4592195 49.8127004, -119.457786 49.8134727, -119.4572256 49.8136271)"
"612357543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4549839 49.8159091, -119.4550754 49.8132739)"
"612357544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4572592 49.8143936, -119.4571819 49.8143202, -119.4569359 49.8139044, -119.4568732 49.8136208)"
"612357548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"farmland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4502173 49.8168136, -119.4505153 49.8168815, -119.450446 49.8173958, -119.4506047 49.8175294, -119.4513248 49.8176231, -119.4518437 49.8178277, -119.4521275 49.8181134, -119.4517007 49.8198595, -119.4506652 49.8207046, -119.4505324 49.8205642, -119.4503161 49.8194728, -119.4501934 49.8193006, -119.4485214 49.8193199, -119.4475813 49.8192352, -119.4478204 49.8189683, -119.4479532 49.8186514, -119.447864 49.8184607, -119.4475555 49.8183761, -119.4459621 49.8181121, -119.4456561 49.8180074, -119.4456621 49.8168384, -119.4471088 49.8168197, -119.4476551 49.8168519, -119.4477042 49.8181329, -119.4505716 49.8180537, -119.450624 49.8177287, -119.4500602 49.8173801, -119.4497401 49.8170845, -119.4494519 49.8169361, -119.4494411 49.8168707, -119.4502173 49.8168136))"
"612357557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4583892 49.8163335, -119.458578 49.8160709, -119.4586413 49.8156285, -119.4585906 49.8154206)"
"612357560",,,,,,,,,"stream",,,,"Hachey Creek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4371352 49.8162206, -119.4392008 49.8162103, -119.4395793 49.8164639, -119.4399297 49.8170655, -119.4401541 49.8177782, -119.4405046 49.8184258, -119.44071 49.8188625, -119.4411754 49.819225, -119.4411402 49.8196985, -119.4412181 49.8201586, -119.4411827 49.8208502, -119.4411946 49.82118, -119.4412266 49.8225222, -119.4435042 49.8225453, -119.4435198 49.8227691, -119.443527 49.8231565, -119.4438904 49.8237874, -119.4439759 49.8240822, -119.4439418 49.8242446, -119.4430329 49.8255064, -119.4430133 49.8256773, -119.4430979 49.8259807, -119.4429436 49.8262355, -119.4430149 49.8265319, -119.4429538 49.8267127, -119.4429896 49.8271528, -119.4427959 49.8274177, -119.4422926 49.8284987, -119.4423039 49.8287152, -119.4424883 49.8290527)"
"612357561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4375 49.8161794, -119.4375 49.8145479, -119.4413522 49.8136469, -119.4432186 49.8132656, -119.4428087 49.8135479, -119.4420439 49.8137675, -119.4416101 49.8139394, -119.4412578 49.8143137, -119.4401529 49.814807, -119.4375 49.8161794))"
"612357588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4572383 49.8144504, -119.4568773 49.8145685)"
"612357591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"farmland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4521609 49.8176377, -119.4547341 49.8177132, -119.4547213 49.8189909, -119.4521873 49.8190025, -119.4521609 49.8176377))"
"612357609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4582356 49.8153159, -119.4575028 49.8146161)"
"612357690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-119.4375 49.8125, -119.4422852 49.8125, -119.442217 49.8128175, -119.4423751 49.812854, -119.442435 49.8129258, -119.4423402 49.8130868, -119.4375 49.8142503, -119.4375 49.8125))"
"612357691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4558436 49.8159259, -119.4558542 49.8156315, -119.4556373 49.8153936)"
"612357728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"odd",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4453975 49.8182886, -119.4453951 49.8136087, -119.4455077 49.8133795, -119.4457302 49.8131934, -119.4460468 49.8130519, -119.4461753 49.8128766, -119.4461196 49.8125)"
"612357734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4603614 49.8138049, -119.4595394 49.8142714, -119.4594035 49.8144412, -119.459286 49.8151055)"
"612357749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4571441 49.8134094, -119.4571524 49.8125)"
"612357753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"even",,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4580425 49.8164361, -119.4577261 49.8162975, -119.4569612 49.8161721, -119.4560435 49.8161553)"
